user_id,campaign,age,income,region,impression,ad_spend,converted
5337,A,22,3049,Urban,0,5.79,1
5338,A,39,5039,Urban,1,4.64,0
5339,A,43,3322,Rural,1,1.5,0
5340,A,23,1582,Rural,0,2.07,0
5341,B,49,851,Urban,1,7.81,0
5342,B,65,4517,Urban,0,5.36,0
5343,B,28,2923,Rural,1,2.28,0
5344,B,27,1961,Rural,1,2.8,0
5345,A,64,2136,Rural,1,1.1,0
5346,B,56,4558,Urban,1,4.42,0
5347,A,51,3566,Urban,0,2.63,0
5348,A,48,4316,Urban,1,2.63,0
5349,A,29,3294,Urban,1,2.99,0
5350,B,61,1996,Rural,0,4.81,0
5351,A,33,5143,Urban,1,4.3,0
5352,B,55,2530,Rural,1,3.27,1
5353,B,20,3965,Urban,1,7.38,1
5354,A,19,4301,Rural,1,1.01,0
5355,B,22,3007,Urban,1,9.37,0
5356,B,28,1664,Urban,1,7.19,0
5357,A,42,2186,Urban,1,3.81,0
5358,A,52,3812,Urban,1,5.77,0
5359,B,52,3640,Rural,1,4.19,1
5360,B,39,4560,Urban,1,6.02,1
5361,A,54,4367,Rural,1,2.87,0
5362,A,39,1856,Urban,1,5.41,0
5363,B,28,4732,Urban,1,9.73,0
5364,B,49,1768,Rural,1,2.29,0
5365,A,52,3713,Rural,1,2.91,0
5366,B,48,5905,Urban,0,7.26,0
5367,B,62,3374,Rural,1,4.02,0
5368,A,25,865,Urban,1,2.85,1
5369,B,37,2608,Urban,1,4.84,0
5370,A,59,5609,Rural,1,1.16,0
5371,A,51,2751,Urban,0,3.69,0
5372,A,21,4592,Urban,1,2.89,0
5373,A,35,1852,Urban,1,2.33,0
5374,A,21,2573,Urban,1,5.82,0
5375,A,37,2741,Urban,1,4.93,0
5376,B,26,5341,Urban,1,7.11,0
5377,B,33,2632,Rural,0,4.23,0
5378,A,43,737,Urban,1,4.45,0
5379,A,55,5858,Urban,1,2.71,0
5380,B,42,3272,Rural,1,3.9,1
5381,A,21,3785,Urban,0,4.72,1
5382,B,58,1071,Rural,1,2.71,0
5383,B,62,3309,Rural,0,2.96,0
5384,A,58,3022,Rural,1,1.77,0
5385,A,55,1840,Urban,0,4.41,0
5386,B,36,3801,Urban,0,4.76,0
5387,B,31,952,Urban,1,8.46,0
5388,A,38,1832,Urban,1,3.38,0
5389,B,32,4454,Urban,1,8.15,0
5390,A,20,2128,Urban,1,5.73,0
5391,B,54,2407,Urban,1,9.22,0
5392,A,63,3108,Urban,1,4.95,0
5393,A,33,2553,Urban,1,2.77,0
5394,B,31,3829,Rural,1,4.2,0
5395,B,26,3211,Urban,1,7.81,0
5396,A,64,1192,Urban,0,5.09,0
5397,B,24,2118,Urban,1,9.21,0
5398,A,31,1988,Urban,1,3.25,0
5399,A,23,2443,Urban,1,4.58,1
5400,A,38,3134,Urban,1,3.1,0
5401,B,32,3367,Urban,1,6.08,1
5402,A,25,500,Rural,0,2.04,0
5403,B,51,4230,Urban,1,6.6,0
5404,B,57,2890,Urban,1,7.6,0
5405,A,18,1655,Urban,1,5.04,0
5406,A,49,4142,Urban,1,4.42,0
5407,B,22,500,Urban,1,9.82,0
5408,A,47,1109,Urban,1,4.95,0
5409,B,39,5554,Rural,1,4.96,0
5410,B,37,3175,Urban,1,8.46,1
5411,A,33,2115,Urban,1,4.03,0
5412,B,24,3130,Urban,1,6.47,0
5413,B,24,2782,Rural,1,4.21,1
5414,B,19,3042,Urban,0,8.12,0
5415,B,64,3586,Urban,1,8.01,0
5416,A,31,2762,Rural,1,2.44,0
5417,B,48,3425,Rural,1,4.62,0
5418,A,58,2810,Urban,0,2.91,0
5419,A,31,2014,Urban,1,4.26,0
5420,A,22,1672,Urban,0,4.41,0
5421,B,28,4582,Urban,1,5.76,0
5422,B,57,3776,Urban,0,9.93,0
5423,A,22,4244,Rural,0,2.57,0
5424,B,46,3004,Rural,1,2.96,0
5425,B,28,3270,Urban,0,6.15,0
5426,B,22,2785,Rural,0,4.15,1
5427,B,49,4388,Rural,0,2.03,0
5428,B,53,2586,Rural,0,3.39,0
5429,B,32,1819,Rural,1,3.03,0
5430,B,36,3625,Urban,0,9.12,0
5431,A,39,2817,Urban,1,5.17,0
5432,A,51,3299,Urban,1,3.33,0
5433,B,34,3853,Urban,1,9.19,0
5434,B,29,2305,Urban,1,9.48,0
5435,B,42,2737,Urban,1,7.31,0
5436,B,34,2627,Urban,1,4.96,0
5437,A,27,4544,Urban,0,5.08,0
5438,B,45,3017,Urban,1,5.92,0
5439,B,35,3187,Urban,1,7.16,0
5440,B,35,1612,Urban,1,4.27,0
5441,B,62,3876,Urban,1,7.0,0
5442,A,49,3513,Urban,1,3.52,0
5443,A,31,1997,Rural,1,2.37,0
5444,B,33,5307,Urban,1,4.24,0
5445,B,35,3404,Urban,1,7.75,0
5446,A,33,2251,Urban,1,5.09,0
5447,B,34,2996,Urban,1,4.08,0
5448,B,24,2557,Urban,1,8.5,0
5449,B,29,4852,Urban,1,4.78,0
5450,B,51,4119,Rural,1,4.09,0
5451,A,27,3544,Rural,1,1.91,0
5452,B,22,5060,Urban,1,7.31,0
5453,B,38,1754,Urban,1,6.02,1
5454,B,20,3931,Urban,0,5.47,0
5455,B,36,3656,Urban,1,4.43,0
5456,A,62,2723,Rural,1,2.73,0
5457,B,61,2728,Urban,1,7.66,0
5458,B,52,4107,Urban,1,9.9,1
5459,A,23,4019,Urban,1,5.4,0
5460,B,31,1293,Urban,1,9.22,0
5461,A,21,5179,Rural,0,2.2,0
5462,A,62,4371,Urban,1,2.32,0
5463,B,35,2662,Urban,1,9.48,0
5464,B,46,2050,Urban,1,4.71,0
5465,B,52,4332,Urban,1,7.1,0
5466,A,55,3595,Urban,1,5.43,0
5467,A,33,3859,Urban,0,3.89,0
5468,B,37,3685,Urban,1,4.99,0
5469,B,41,4457,Urban,1,6.24,0
5470,B,52,4027,Urban,1,9.93,0
5471,B,61,2359,Urban,1,10.0,1
5472,A,36,2289,Urban,1,4.84,0
5473,B,21,3427,Urban,1,9.33,0
5474,B,50,5747,Rural,0,2.13,0
5475,A,19,2820,Urban,1,3.1,0
5476,A,30,3435,Urban,0,3.48,0
5477,A,62,4073,Rural,1,1.02,0
5478,A,47,2496,Urban,1,3.51,0
5479,B,51,3956,Rural,0,2.28,0
5480,B,47,3016,Rural,1,3.55,0
5481,A,41,4499,Urban,1,2.02,0
5482,B,65,1866,Rural,1,2.81,0
5483,A,61,5776,Urban,0,5.47,0
5484,B,50,2625,Urban,1,5.28,0
5485,A,58,3625,Rural,1,1.13,0
5486,A,27,3005,Urban,1,3.0,0
5487,B,35,1705,Urban,1,8.97,0
5488,A,36,3999,Rural,1,2.17,0
5489,B,24,2682,Rural,0,3.76,0
5490,B,36,3630,Urban,1,4.0,0
5491,B,41,2033,Rural,1,3.42,0
5492,A,32,2688,Urban,1,3.06,0
5493,B,58,2646,Urban,1,6.02,0
5494,B,59,3660,Urban,1,7.59,1
5495,B,40,3369,Urban,1,9.25,0
5496,B,21,2788,Urban,1,5.09,1
5497,B,55,2556,Urban,1,8.61,0
5498,A,21,3377,Urban,0,2.2,0
5499,B,22,3237,Urban,1,5.96,1
5500,A,58,3154,Rural,1,1.44,0
5501,B,61,5363,Urban,0,9.49,0
5502,A,40,3662,Urban,1,2.71,0
5503,A,57,5308,Rural,1,2.16,1
5504,B,54,2916,Urban,1,4.99,0
5505,A,28,2941,Rural,1,1.95,0
5506,A,28,2393,Urban,1,3.65,1
5507,B,30,3362,Urban,1,4.25,0
5508,A,31,2609,Urban,1,5.3,0
5509,A,25,2438,Urban,1,5.12,0
5510,A,42,719,Urban,1,3.11,0
5511,B,35,4759,Urban,1,7.68,1
5512,A,61,2540,Rural,1,1.73,0
5513,B,61,4769,Urban,0,8.62,0
5514,B,35,2884,Urban,1,8.15,0
5515,A,27,3773,Rural,1,1.18,0
5516,B,24,3089,Urban,1,9.07,0
5517,B,61,3497,Rural,0,2.54,0
5518,B,31,1789,Urban,1,5.04,0
5519,A,32,4418,Urban,1,4.93,0
5520,B,33,2559,Urban,1,5.1,0
5521,A,19,4110,Urban,0,2.49,0
5522,B,47,1247,Urban,1,6.01,0
5523,B,47,2094,Rural,1,4.52,0
5524,B,35,3446,Urban,1,5.06,0
5525,A,48,2803,Urban,1,3.36,0
5526,B,61,3548,Urban,0,5.72,0
5527,B,65,3249,Urban,0,6.14,0
5528,B,30,5193,Urban,1,8.29,0
5529,A,37,3648,Urban,0,3.62,0
5530,B,52,2480,Urban,1,8.56,0
5531,B,40,2528,Urban,1,7.84,0
5532,B,59,4444,Rural,1,3.08,0
5533,B,50,1165,Urban,1,6.59,0
5534,A,55,3671,Urban,0,4.81,0
5535,B,52,1661,Rural,0,3.6,0
5536,B,53,4331,Rural,0,4.61,0
5537,A,37,2481,Urban,1,5.73,0
5538,B,20,3631,Rural,1,4.15,0
5539,A,25,3044,Urban,1,5.96,0
5540,B,57,1335,Urban,1,7.58,0
5541,B,49,3768,Rural,1,2.12,0
5542,B,46,2134,Rural,1,3.51,0
5543,B,24,3962,Urban,1,5.38,1
5544,A,19,1797,Urban,1,3.33,0
5545,B,38,3290,Urban,1,6.94,0
5546,A,23,3046,Urban,1,3.18,0
5547,A,45,2276,Rural,1,1.62,0
5548,A,65,4655,Urban,1,3.61,1
5549,B,59,3040,Urban,0,5.72,0
5550,B,53,2494,Urban,1,5.02,0
5551,A,49,3358,Rural,1,2.53,0
5552,B,62,1253,Urban,1,6.37,0
5553,A,59,5942,Urban,1,5.33,0
5554,A,63,1697,Rural,1,2.77,0
5555,B,26,3662,Urban,0,8.51,0
5556,B,28,3073,Rural,1,3.19,0
5557,A,40,4416,Urban,1,4.89,0
5558,A,28,3213,Urban,1,2.62,0
5559,A,19,2234,Urban,1,4.64,0
5560,A,20,770,Urban,1,3.62,0
5561,B,28,863,Urban,1,7.93,0
5562,B,52,2714,Urban,1,8.53,1
5563,A,32,4644,Urban,1,4.25,0
5564,B,60,993,Urban,0,7.85,1
5565,B,28,5219,Urban,1,5.28,0
5566,A,48,4304,Urban,1,4.37,0
5567,B,45,1381,Urban,1,6.76,0
5568,B,45,1697,Urban,1,6.57,0
5569,B,49,1818,Urban,1,6.46,0
5570,B,42,3359,Urban,1,5.87,0
5571,B,37,2932,Urban,1,5.83,0
5572,B,45,2887,Urban,0,8.2,0
5573,B,42,2394,Urban,1,7.35,0
5574,A,28,3213,Urban,0,2.12,0
5575,A,36,4004,Rural,0,1.1,0
5576,A,45,2846,Urban,1,4.28,0
5577,A,18,2204,Urban,1,5.39,1
5578,B,22,4190,Urban,0,4.26,0
5579,B,27,2734,Rural,1,3.52,0
5580,B,59,3662,Urban,1,9.11,0
5581,A,63,2880,Urban,1,2.02,0
5582,B,51,4302,Rural,1,2.83,0
5583,B,53,4479,Urban,1,9.52,1
5584,A,19,4437,Urban,1,2.33,0
5585,B,35,2337,Urban,1,7.64,0
5586,B,30,2325,Urban,0,7.04,0
5587,A,22,4048,Urban,1,2.61,0
5588,B,37,2922,Urban,1,4.25,0
5589,B,19,2958,Rural,1,3.51,0
5590,B,28,2166,Urban,1,8.41,0
5591,A,47,4691,Rural,1,1.35,0
5592,A,49,4248,Rural,1,2.38,0
5593,A,49,2857,Urban,0,4.19,0
5594,B,55,2225,Urban,1,6.15,0
5595,A,45,2172,Urban,1,4.66,0
5596,B,27,3159,Urban,1,5.15,1
5597,A,39,3464,Urban,0,3.83,0
5598,A,34,1965,Urban,1,4.2,0
5599,B,39,1506,Rural,0,3.38,0
5600,A,60,3095,Urban,1,3.59,0
5601,B,36,4037,Urban,1,8.45,0
5602,A,34,3088,Rural,0,2.31,0
5603,B,41,2700,Urban,1,7.84,0
5604,B,53,1643,Urban,1,9.35,0
5605,B,49,2239,Urban,1,9.96,0
5606,B,63,4054,Urban,0,7.4,0
5607,A,53,1496,Urban,1,3.39,0
5608,A,45,5127,Rural,1,2.56,0
5609,A,31,3102,Urban,0,2.57,0
5610,B,53,1096,Urban,1,7.08,0
5611,A,23,3603,Urban,1,4.1,0
5612,A,26,3540,Urban,1,5.93,0
5613,B,38,2474,Urban,1,9.95,0
5614,A,29,4127,Urban,0,5.2,0
5615,B,47,2256,Urban,1,6.84,0
5616,B,48,3758,Urban,1,7.28,0
5617,A,57,2958,Urban,1,3.28,0
5618,A,21,2659,Rural,1,2.66,0
5619,B,48,4611,Urban,1,8.48,0
5620,A,44,4180,Urban,1,5.09,0
5621,A,42,1671,Urban,1,2.55,0
5622,A,22,3456,Urban,1,3.59,0
5623,B,23,5272,Rural,0,3.61,0
5624,A,22,4642,Urban,1,2.5,1
5625,A,44,1908,Rural,1,1.74,0
5626,A,25,4915,Rural,1,1.17,0
5627,A,26,4116,Urban,1,5.84,0
5628,A,32,1741,Rural,1,2.5,0
5629,B,53,3249,Rural,1,3.86,0
5630,B,58,3573,Urban,1,5.23,1
5631,B,24,1707,Urban,1,6.0,0
5632,B,49,3847,Urban,1,4.87,0
5633,A,25,5915,Urban,1,4.14,0
5634,A,64,4638,Urban,1,5.28,1
5635,A,32,3194,Urban,1,2.08,0
5636,A,54,2662,Urban,1,2.41,0
5637,A,36,3394,Urban,1,2.92,0
5638,A,56,1829,Rural,1,2.43,0
5639,A,23,2426,Urban,1,5.58,0
5640,B,36,645,Urban,1,8.52,0
5641,A,45,3521,Urban,1,4.1,0
5642,B,34,2594,Urban,1,4.63,0
5643,A,59,3741,Rural,1,2.51,0
5644,A,36,3143,Urban,1,2.42,0
5645,B,48,1787,Rural,0,3.04,0
5646,A,28,3240,Urban,1,3.23,0
5647,B,32,2143,Rural,1,3.08,0
5648,B,27,4986,Rural,1,2.99,0
5649,A,60,1987,Rural,1,2.54,1
5650,B,40,2435,Urban,1,5.03,0
5651,A,20,1783,Urban,1,5.38,0
5652,A,20,1679,Urban,1,5.43,0
5653,B,35,3036,Urban,1,6.95,0
5654,B,42,1505,Urban,1,4.64,1
5655,A,60,2774,Urban,1,4.3,0
5656,B,37,3516,Rural,1,4.46,1
5657,B,46,2491,Urban,1,5.74,0
5658,A,39,500,Rural,1,2.68,0
5659,A,32,4600,Urban,1,4.71,0
5660,A,56,3319,Urban,1,5.95,0
5661,B,27,3334,Urban,1,8.95,0
5662,B,38,2721,Urban,1,5.21,0
5663,A,46,3973,Urban,1,3.8,0
5664,B,49,4125,Rural,1,2.31,0
5665,B,27,4245,Urban,0,4.42,0
5666,A,30,3322,Rural,1,2.41,0
5667,B,64,1348,Rural,1,4.74,0
5668,B,40,3486,Urban,1,9.84,0
5669,A,40,3320,Rural,1,1.54,0
5670,B,48,2341,Rural,1,2.61,1
5671,B,21,2037,Rural,1,3.68,0
5672,B,20,3651,Rural,0,2.6,1
5673,B,38,2908,Rural,1,2.89,0
5674,B,19,2531,Urban,1,9.02,0
5675,A,21,5006,Urban,1,5.24,1
5676,A,18,3805,Rural,0,2.79,0
5677,B,32,3521,Rural,0,3.45,0
5678,A,50,4462,Urban,0,4.26,1
5679,A,23,3396,Urban,1,5.08,0
5680,B,24,2155,Urban,1,5.44,0
5681,A,36,2532,Urban,1,5.29,0
5682,A,61,3878,Urban,1,2.07,0
5683,B,18,3749,Urban,0,8.79,0
5684,B,56,3535,Rural,1,4.33,0
5685,A,36,1634,Urban,1,3.21,1
5686,B,62,3976,Urban,1,8.37,0
5687,A,43,2921,Rural,1,1.43,0
5688,A,61,3719,Rural,1,2.15,0
5689,B,29,2003,Urban,1,8.2,0
5690,B,39,5359,Urban,1,8.29,0
5691,B,30,3296,Urban,1,9.9,0
5692,B,45,2498,Rural,1,2.55,0
5693,B,31,3775,Urban,0,6.88,0
5694,A,39,4029,Urban,1,5.52,0
5695,B,47,3760,Rural,1,3.68,1
5696,A,61,1806,Rural,1,2.75,0
5697,B,37,4371,Urban,1,6.6,0
5698,A,61,2586,Urban,0,5.18,1
5699,A,44,2980,Urban,0,5.48,0
5700,B,55,500,Urban,1,9.08,0
5701,A,59,2443,Urban,1,5.49,0
5702,B,58,2435,Urban,1,5.32,1
5703,A,51,3540,Urban,1,3.76,0
5704,B,56,2370,Urban,0,5.05,0
5705,A,58,1054,Rural,1,1.36,0
5706,A,61,3292,Urban,1,3.95,0
5707,B,54,2699,Urban,1,9.76,0
5708,A,18,2125,Rural,1,2.18,0
5709,B,32,3105,Urban,1,9.12,0
5710,A,49,864,Rural,0,2.87,1
5711,B,25,3744,Urban,1,4.52,1
5712,A,50,2780,Urban,0,2.65,0
5713,A,35,2679,Urban,1,3.16,0
5714,A,62,4143,Urban,1,4.47,0
5715,A,46,2357,Urban,1,2.25,0
5716,B,49,3310,Urban,1,8.72,0
5717,B,50,2844,Urban,1,4.38,1
5718,A,22,6859,Urban,1,2.63,0
5719,B,35,3586,Urban,1,6.29,1
5720,B,65,1630,Urban,1,7.35,0
5721,A,27,5102,Urban,1,5.53,0
5722,A,53,4251,Rural,1,2.93,0
5723,B,50,3053,Urban,1,9.31,0
5724,A,40,2475,Rural,1,1.21,0
5725,A,57,1408,Urban,1,4.52,0
5726,A,22,3516,Urban,1,3.77,0
5727,A,51,2189,Urban,0,2.5,0
5728,B,41,1944,Rural,0,3.67,0
5729,B,34,3930,Rural,1,3.07,0
5730,A,48,4853,Rural,0,1.69,0
5731,B,24,2428,Urban,0,4.57,0
5732,B,34,3967,Rural,1,4.94,0
5733,B,45,3254,Urban,1,8.36,0
5734,A,55,3430,Urban,1,3.12,0
5735,B,39,2017,Urban,1,9.5,0
5736,A,32,2745,Urban,1,5.79,0
5737,A,54,1684,Rural,1,2.62,0
5738,B,32,1532,Urban,1,7.96,0
5739,B,42,3621,Urban,1,6.26,0
5740,A,38,2370,Urban,1,3.74,0
5741,B,55,1901,Rural,1,3.37,1
5742,A,19,1548,Urban,1,5.8,0
5743,A,44,1183,Urban,0,5.04,0
5744,B,49,652,Urban,1,5.75,0
5745,A,38,3133,Rural,1,2.25,0
5746,A,21,500,Rural,1,2.19,0
5747,B,61,3565,Urban,0,8.87,0
5748,B,36,3557,Urban,1,4.57,0
5749,B,19,2881,Rural,1,4.1,1
5750,B,43,3088,Rural,0,2.99,0
5751,B,51,2657,Urban,1,4.78,0
5752,A,31,3270,Urban,1,4.93,0
5753,A,32,3256,Rural,1,1.66,0
5754,A,37,4561,Urban,1,4.92,0
5755,A,51,4839,Urban,1,2.65,0
5756,A,53,4802,Urban,0,5.94,0
5757,B,36,2042,Urban,1,8.82,1
5758,A,26,3909,Urban,1,3.16,0
5759,A,24,3607,Rural,1,2.48,1
5760,A,47,2221,Urban,1,2.54,0
5761,A,30,1936,Rural,1,2.31,0
5762,A,44,2547,Rural,1,1.12,0
5763,B,61,1726,Urban,1,6.0,1
5764,B,52,1332,Rural,1,4.94,1
5765,A,30,3596,Urban,0,2.48,0
5766,B,32,3039,Urban,0,7.58,1
5767,B,63,3033,Urban,1,4.42,0
5768,B,26,4112,Urban,1,8.02,0
5769,B,62,2764,Urban,1,5.67,0
5770,A,40,3996,Urban,1,3.24,1
5771,B,53,2113,Urban,1,6.03,0
5772,B,57,2105,Urban,1,5.23,0
5773,B,20,3016,Rural,1,4.82,0
5774,A,51,5545,Rural,1,2.81,0
5775,B,36,4542,Urban,1,9.22,0
5776,A,45,4317,Urban,1,2.43,0
5777,B,40,1353,Urban,1,5.4,0
5778,B,57,3174,Urban,1,7.67,0
5779,B,62,3985,Rural,0,4.91,0
5780,B,24,5502,Rural,1,3.81,0
5781,B,58,979,Urban,0,5.96,1
5782,A,29,3877,Urban,1,5.27,0
5783,B,31,4277,Urban,1,4.81,0
5784,B,63,3542,Urban,1,9.29,0
5785,B,32,1379,Rural,0,4.92,0
5786,A,20,3303,Urban,1,5.87,0
5787,A,32,3514,Rural,0,1.3,0
5788,A,41,3213,Urban,1,4.2,0
5789,A,63,2178,Urban,1,4.34,0
5790,A,25,2029,Urban,1,2.78,0
5791,A,22,3547,Urban,1,4.19,0
5792,A,21,2188,Rural,0,2.29,0
5793,B,31,2215,Rural,1,2.99,0
5794,A,33,2832,Rural,1,1.63,0
5795,A,37,3191,Urban,1,2.24,0
5796,A,41,4246,Rural,1,2.91,1
5797,B,23,1564,Urban,1,8.82,0
5798,B,48,1446,Urban,1,8.56,0
5799,B,23,2541,Urban,1,4.13,0
5800,B,52,839,Urban,1,7.75,0
5801,B,32,3703,Rural,1,2.54,0
5802,A,46,607,Urban,0,4.65,0
5803,A,20,3848,Urban,0,4.48,0
5804,B,28,4330,Urban,0,9.11,0
5805,A,20,3311,Urban,1,3.02,0
5806,A,45,771,Urban,1,2.11,0
5807,A,27,3127,Urban,1,5.66,0
5808,B,50,2043,Rural,0,4.73,1
5809,B,65,1557,Urban,1,6.74,1
5810,A,33,3695,Rural,1,1.16,0
5811,A,27,3920,Urban,1,3.99,0
5812,A,50,4542,Urban,1,4.1,0
5813,A,53,2658,Urban,1,5.29,0
5814,A,20,3206,Rural,1,2.43,0
5815,A,22,4998,Urban,1,2.28,0
5816,A,29,5514,Urban,0,4.82,0
5817,A,61,4296,Rural,1,1.27,0
5818,A,30,2580,Urban,1,2.36,0
5819,A,41,3008,Rural,1,1.8,0
5820,B,61,2786,Urban,0,4.46,0
5821,A,49,3846,Rural,0,2.66,0
5822,A,33,2016,Urban,0,3.85,0
5823,A,49,3385,Urban,1,4.35,0
5824,B,62,3391,Urban,0,7.46,0
5825,A,54,3460,Urban,1,5.91,0
5826,A,53,1773,Rural,1,2.83,0
5827,B,38,3296,Rural,1,4.55,1
5828,B,64,5123,Urban,1,6.3,0
5829,A,29,2451,Urban,1,2.58,0
5830,B,38,3311,Urban,1,7.55,0
5831,A,38,789,Urban,1,3.76,0
5832,B,60,3303,Urban,1,5.35,1
5833,B,23,3259,Urban,1,4.59,1
5834,A,26,3139,Urban,1,3.74,0
5835,A,18,3876,Urban,1,4.6,0
5836,B,29,2665,Urban,1,7.75,0
5837,B,31,4411,Urban,1,8.64,0
5838,B,23,1940,Urban,0,6.8,0
5839,A,18,4731,Urban,0,3.29,0
5840,B,39,3255,Rural,1,3.62,1
5841,A,51,2914,Urban,1,5.9,0
5842,A,28,1281,Urban,1,2.18,0
5843,B,20,1668,Rural,1,3.59,0
5844,A,59,3421,Urban,1,3.32,1
5845,A,23,2139,Urban,1,2.42,0
5846,A,23,4194,Urban,1,3.74,0
5847,A,37,3344,Urban,1,4.56,1
5848,B,38,1289,Urban,1,7.17,0
5849,B,19,3913,Urban,0,4.18,0
5850,A,43,2805,Rural,0,2.16,0
5851,A,48,2945,Urban,0,2.93,0
5852,A,43,4253,Urban,0,3.37,0
5853,A,49,1326,Rural,1,1.62,0
5854,A,27,1650,Urban,1,5.43,0
5855,A,40,3390,Urban,1,2.19,0
5856,A,23,961,Urban,0,3.39,0
5857,B,40,2271,Urban,0,6.37,1
5858,A,45,4174,Rural,1,2.24,0
5859,A,47,2869,Rural,1,2.58,0
5860,A,31,1350,Urban,1,4.91,1
5861,A,54,3226,Rural,1,2.51,0
5862,A,49,2514,Urban,0,2.77,0
5863,B,51,2157,Urban,0,9.47,0
5864,B,58,7267,Urban,1,6.48,0
5865,A,61,3689,Urban,1,2.04,1
5866,A,39,2659,Urban,1,4.67,0
5867,A,48,4077,Urban,0,4.42,0
5868,A,24,2650,Urban,0,2.5,0
5869,A,58,2378,Rural,1,2.92,0
5870,A,38,3359,Rural,1,2.12,0
5871,B,33,3610,Urban,1,6.82,0
5872,A,37,4110,Urban,1,3.59,0
5873,A,60,4708,Urban,0,2.84,1
5874,B,61,4425,Rural,1,4.86,0
5875,A,64,4027,Rural,1,2.4,0
5876,A,36,4151,Urban,1,4.27,0
5877,B,65,4421,Urban,1,7.79,0
5878,B,49,3851,Urban,1,9.04,0
5879,B,32,1097,Urban,1,7.81,0
5880,B,22,3597,Urban,0,4.69,0
5881,B,28,4652,Urban,1,8.18,0
5882,A,32,2036,Urban,1,4.26,0
5883,A,46,2529,Urban,1,5.87,0
5884,B,62,2927,Urban,1,8.4,0
5885,B,21,3228,Rural,1,3.03,0
5886,A,53,2333,Urban,1,2.54,0
5887,A,65,3068,Rural,0,1.96,0
5888,A,40,3615,Urban,0,4.72,1
5889,B,32,587,Urban,1,5.06,1
5890,A,63,3089,Urban,0,4.6,0
5891,A,61,2540,Rural,1,2.65,0
5892,A,20,951,Urban,0,2.63,0
5893,B,49,3677,Urban,1,8.23,0
5894,A,27,3373,Urban,1,2.27,0
5895,B,57,3197,Urban,1,4.05,1
5896,B,55,3732,Urban,1,4.2,1
5897,B,39,3385,Rural,1,3.89,1
5898,B,31,2114,Rural,1,4.92,0
5899,B,34,3867,Rural,1,4.31,0
5900,A,38,4073,Rural,1,1.51,0
5901,B,65,1697,Urban,1,4.43,0
5902,B,32,4056,Urban,1,7.7,0
5903,A,32,2659,Urban,0,2.01,0
5904,A,18,3735,Urban,1,5.17,0
5905,A,41,3182,Rural,0,1.49,0
5906,A,29,2793,Urban,1,3.2,0
5907,B,27,3647,Rural,1,3.03,0
5908,B,63,2600,Rural,1,4.29,1
5909,A,59,4296,Urban,1,3.06,0
5910,B,59,4493,Urban,1,5.71,0
5911,A,48,2343,Urban,1,4.16,0
5912,A,28,2799,Urban,1,3.85,0
5913,B,33,2551,Urban,0,9.73,0
5914,B,26,3450,Urban,0,5.58,0
5915,B,64,4572,Urban,1,4.55,1
5916,A,31,998,Rural,1,2.08,0
5917,A,36,1298,Urban,0,2.74,0
5918,A,48,2899,Urban,0,3.65,0
5919,A,26,3223,Rural,0,1.37,0
5920,B,53,1870,Urban,1,9.29,0
5921,A,56,3216,Urban,1,3.31,1
5922,B,43,2110,Rural,0,4.32,0
5923,B,25,2463,Rural,1,4.85,0
5924,A,41,4523,Rural,1,2.88,0
5925,B,25,2588,Urban,1,7.15,0
5926,B,36,2567,Urban,1,9.9,1
5927,A,64,3158,Urban,1,4.62,0
5928,B,65,4310,Rural,0,2.39,0
5929,B,47,2948,Urban,1,9.33,0
5930,A,39,2330,Urban,1,3.87,0
5931,B,26,3694,Rural,1,2.46,1
5932,A,61,3975,Rural,0,2.58,0
5933,A,65,4373,Urban,1,4.5,0
5934,B,21,2957,Urban,1,9.29,0
5935,A,54,3570,Urban,1,5.31,0
5936,A,25,3948,Rural,0,1.64,0
5937,B,18,3218,Urban,1,5.54,0
5938,A,45,4583,Urban,0,4.94,0
5939,B,23,3781,Urban,1,7.44,0
5940,A,64,5259,Rural,1,1.14,0
5941,B,53,4101,Urban,1,5.09,0
5942,A,28,687,Rural,1,1.3,0
5943,A,22,2521,Urban,1,4.36,0
5944,B,41,1058,Urban,1,4.51,0
5945,B,64,2233,Rural,1,2.62,0
5946,B,35,2554,Urban,1,7.27,0
5947,B,37,4042,Urban,0,4.8,1
5948,A,45,2472,Urban,0,2.99,0
5949,B,30,4673,Urban,1,9.44,1
5950,B,22,2197,Rural,0,4.09,0
5951,B,47,2653,Rural,1,2.92,0
5952,A,18,1512,Urban,1,5.51,0
5953,A,39,4733,Urban,1,3.0,0
5954,A,35,4894,Urban,1,4.36,1
5955,A,63,2841,Rural,1,1.74,0
5956,A,22,1223,Urban,0,5.01,0
5957,A,48,2750,Rural,0,1.74,0
5958,B,23,3278,Urban,1,5.49,0
5959,A,44,2238,Rural,1,2.22,0
5960,B,42,5821,Rural,1,4.24,1
5961,A,46,5190,Urban,0,4.15,0
5962,A,45,901,Rural,1,2.43,0
5963,A,33,1615,Urban,1,3.69,1
5964,A,29,3550,Urban,0,5.18,0
5965,B,37,1713,Urban,0,7.51,0
5966,A,35,3219,Urban,1,2.78,1
5967,A,51,3012,Urban,1,5.56,0
5968,A,40,2952,Urban,1,5.35,1
5969,A,62,4222,Urban,0,5.86,0
5970,B,44,5168,Urban,1,7.41,0
5971,B,34,3475,Urban,0,8.05,0
5972,A,65,1545,Urban,1,5.45,0
